txn_id	post_date	packet_number	source_transaction	description_vendor	amount	account	fund	sub_fund	acct_code	acct_name	section	acct_type	category	consolidated_name
10462	08/05/2025	CLPKT00583	R00003234	RAY COUNTY COLLECTOR JULY 2025 SETTLEMENT RAY COUNTY COLLECTOR 6529,6531,6539	-2979.78	90-00-42000	90	00	42000	COLLECTOR SETTLEMENT	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	COLLECTOR SETTLEMENT
10463	09/08/2025	CLPKT00596	R00003276	RAY COUNTY COLLECTOR AUGUST 2025 SETTLEMENT RAY COUNTY COLLECTOR 6552,6554,6563	-2476.41	90-00-42000	90	00	42000	COLLECTOR SETTLEMENT	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	COLLECTOR SETTLEMENT
10464	10/03/2025	CLPKT00606	R00003324	RAY COUNTY COLLECTOR SEPTEMBER 2025 SETTLEMENT RAY COUNTY COLLECTOR 6580,6582,6590	-1218.81	90-00-42000	90	00	42000	COLLECTOR SETTLEMENT	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	COLLECTOR SETTLEMENT
10465	11/07/2025	CLPKT00617	R00003377	RAY COUNTY COLLECTOR OCTOBER 2025 SETTLEMENT RAY COUNTY COLLECTOR 6600,6602,6610	-1259.44	90-00-42000	90	00	42000	COLLECTOR SETTLEMENT	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	COLLECTOR SETTLEMENT
10466	12/04/2025	CLPKT00625	R00003400	RAY COUNTY COLLECTOR NOVEMBER 2025 SETTLEMENT RAY COUNTY COLLECTOR 6622,6624,6633,6634,6647	-24770.02	90-00-42000	90	00	42000	COLLECTOR SETTLEMENT	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	COLLECTOR SETTLEMENT
10467	01/14/2025	CLPKT00508	R00002948	RAY COUNTY COLLECTOR 2024 RAILROAD & UTILITIES RAY COUNTY COLLECTOR 6320,6321,6322,6323	-66470.73	90-00-42030	90	00	42030	RAILROAD & UTILITIES	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	RAILROAD & UTILITIES
10468	12/18/2025	CLPKT00629	R00003434	MO DEPT OF REVENUE 2025 FINANCIAL INSTITUTION TAX MO DEPT OF REVENUE	-27.11	90-00-42050	90	00	42050	FINANCIAL INSTITUTION TAX	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	FINANCIAL INSTITUTION TAX
10469	02/10/2025	CLPKT00516	R00002961	CITY OF RICHMOND 2024 PILOT PYMNT-MAX RE HOLDINGS LLC CITY OF RICHMOND 068050	-127.22	90-00-42070	90	00	42070	PILOT PAYMENTS	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	PILOT PAYMENTS
10470	02/10/2025	CLPKT00516	R00002961	CITY OF RICHMOND 2024 PILOT PYMNT-HARPS FOOD STORES CITY OF RICHMOND 068050	-71.94	90-00-42070	90	00	42070	PILOT PAYMENTS	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	PILOT PAYMENTS
10471	02/10/2025	CLPKT00516	R00002961	CITY OF RICHMOND 2024 PILOT PYMNT-DOLLAR TREE STORE PROJECTS CITY OF RICHMOND 068050	-43.76	90-00-42070	90	00	42070	PILOT PAYMENTS	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	PILOT PAYMENTS
10472	02/10/2025	CLPKT00516	R00002961	CITY OF RICHMOND 2024 PILOT PYMNT-RICHMOND ASST LIVING PROP INVEST CITY OF RICHMOND 068050	-168.41	90-00-42070	90	00	42070	PILOT PAYMENTS	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	PILOT PAYMENTS
10473	01/31/2025	BRPKT00671	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSJAN 2025 JAN CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-28.32	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10474	02/28/2025	BRPKT00684	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSFEB 2025 FEB CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-29.04	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10475	03/11/2025	CLPKT00528	R00003032	RAY COUNTY COLLECTOR 2024 COLLECTOR INTEREST RAY COUNTY COLLECTOR 6419,6420,6421,6422,6423,6433,6434	-738.69	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10476	03/31/2025	BRPKT00697	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSMAR 2025MARCAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-32.26	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10477	04/30/2025	BRPKT00710	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSAPR 2025APR CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-30.92	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10478	05/31/2025	BRPKT00723	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSMAY 2025MAYCAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-30.45	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10479	06/30/2025	BRPKT00736	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSJUNE 2025JUNE CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-27.49	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10480	07/31/2025	BRPKT00749	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSJULY 2025JULY CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-28.25	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10481	08/31/2025	BRPKT00763	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSAUG 2025AUG CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-28.09	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10482	09/30/2025	BRPKT00776	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSSEPT 2025SEPT CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-27.19	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10483	10/31/2025	BRPKT00790	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSOCT 2025OCT CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-27.75	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10484	11/30/2025	BRPKT00803	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSNOV 2025NOV CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-26.39	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10485	12/31/2025	BRPKT00816	RAY	ACCT INT ACCT INT COUNTY BUILDINGS & GROUNDSDEC 2025DEC CAPITAL 2025IMPROVEMENT CAPITAL IMPROVEMENT	-27.63	90-00-45020	90	00	45020	INTEREST EARNED	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	INTEREST EARNED
10486	01/10/2025	CLPKT00506	R00002941	MO DEPT OF REVENUE 2024 FINANCIAL INSTITUTION TAX INTEREST MO DEPT OF REVENUE	-9.92	90-00-45050	90	00	45050	FINANCIAL INSTITUTION TAX INTEREST	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Other / Uncategorized	FINANCIAL INSTITUTION TAX INTEREST
10487	02/10/2025	CLPKT00516	R00002964	ZIMMER CONSTRUCTION LLC REFUND FOR WORK NOT COMPLETED CK #1178-JAIL ZIMMER CONSTRUCTION LLC 1159	-2000.0	90-00-47000	90	00	47000	MISC REFUNDS & REIMBURSEMENTS	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Infrastructure & Equipment	MISC REFUNDS & REIMBURSEMENTS
10488	02/11/2025	CLPKT00517	R00002984	RAY COUNTY SHERIFF REFUND FOR MATERIALS FOR FENCE AROUND JAIL HOME DEPOT USA INC 1000491973	-1427.99	90-00-47000	90	00	47000	MISC REFUNDS & REIMBURSEMENTS	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Infrastructure & Equipment	MISC REFUNDS & REIMBURSEMENTS
10489	04/11/2025	CLPKT00536	R00003056	ZIMMER CONSTRUCTION LLC REFUND FOR MATERIAL OVERCHARGE-JAIL ZIMMER CONSTRUCTION LLC	-2000.0	90-00-47000	90	00	47000	MISC REFUNDS & REIMBURSEMENTS	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Infrastructure & Equipment	MISC REFUNDS & REIMBURSEMENTS
10490	04/28/2025	CLPKT00543	R00003087	ZIMMER CONSTRUCTION LLC REFUND FOR TOILETS @ JAIL ZIMMER CONSTRUCTION LLC 1160	-3711.86	90-00-47000	90	00	47000	MISC REFUNDS & REIMBURSEMENTS	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Revenue	Infrastructure & Equipment	MISC REFUNDS & REIMBURSEMENTS
10491	05/29/2025	APPKT04500	225134	PYMT 2 OF 2 FOR 4-3' SILL CLOCKS-COURTHOUSE 1202 2697 - THE VERDIN COMPANY	16040.0	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Infrastructure & Equipment	COURTHOUSE
10492	07/17/2025	APPKT04609	1137	1208              LABOR FOR CLOCK WIRING INSTALLATION 2486 - FM ELECTRIC	3110.0	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Contracted & Professional Services	COURTHOUSE
10493	07/17/2025	APPKT04609	1138	MC CABLE, EMT, CONDUIT HANGER & COUPLING 1208 2486 - FM ELECTRIC	544.42	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10494	07/17/2025	APPKT04609	1138	1208              SQUARE BOXES & TOP BEAM CLAMP          2486 - FM ELECTRIC	70.46	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10495	07/17/2025	APPKT04609	1138	- FM ELECTRIC 100 WNG CLP CNDT HNG MC/AC OR BX TO #8 2486 WIRE	54.13	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10496	07/17/2025	APPKT04609	1140	LABOR FOR CLOCK WIRING INSTALLATION-JULY 1208 - FM ELECTRIC 24868-15	2750.0	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Contracted & Professional Services	COURTHOUSE
10497	07/17/2025	APPKT04609	1141	1208              FLAT WASHERS & GENERAL HARDWARE        2486 - FM ELECTRIC	85.58	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10498	10/02/2025	APPKT04798	1173	LABOR FOR CLOCK WIRING INSTALL JULY 22-SEPT 1213 2486 FM ELECTRIC	655.0	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Contracted & Professional Services	COURTHOUSE
10499	11/19/2025	APPKT04919	1194	1217              LABOR TO REMOVE OUTSIDE GROUND LIGHTING2486 - FM ELECTRIC	1060.0	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Contracted & Professional Services	COURTHOUSE
10500	12/03/2025	APPKT04957	1199	LABOR-INSTALL TIMER/ELIMINATE VOLTAGE/FLAG 1218 ELECTRIC 2486 - FM LIGHT	1420.0	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Contracted & Professional Services	COURTHOUSE
10501	12/03/2025	APPKT04957	1200	"1/2"" PULL RGD ELBOW & GALVANIZED NIPPLE2486 - FM ELECTRIC"	7.98	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10502	12/03/2025	APPKT04957	1200	- FM ELECTRIC 2 30W BULLET LED FLOODLIGHTS & 2 BUTTON2486 WALLPLATES	253.98	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10503	12/03/2025	APPKT04957	1200	6 ORANGE SAFETY CONES                  2486 - FM ELECTRIC	95.82	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10504	12/03/2025	APPKT04957	1200	4 ORANGE SAFETY CONES                  2486 - FM ELECTRIC	63.88	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10505	12/03/2025	APPKT04957	1200	24 HOUR MECHANICAL TIMER               2486 - FM ELECTRIC	19.99	90-00-80010	90	00	80010	COURTHOUSE	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	COURTHOUSE
10506	06/05/2025	APPKT04514	2025-0604	MTRLS REBUILD BACK DECK/REATTACH OLD2604 1204 - STOCKTON BUILDERS & REMODELING LLC HNDRAIL-MUSEU	1200.0	90-00-80015	90	00	80015	MUSEUM	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Other / Uncategorized	MUSEUM
10507	06/05/2025	APPKT04514	2025-0604	LABOR REBUILD BACK DECK/REATTACH OLD2604 1204 - STOCKTON BUILDERS & REMODELING LLC HNDRAIL-MUSEU	2200.0	90-00-80015	90	00	80015	MUSEUM	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Contracted & Professional Services	MUSEUM
10508	01/15/2025	APPKT04235	2025-0115	12 FLUSH VALVES                       2704 - ZIMMER CONSTRUCTION LLC	5169.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Other / Uncategorized	JAIL
10509	01/15/2025	APPKT04235	2025-0115	3 TOILET/SINK COMBOS                  2704 - ZIMMER CONSTRUCTION LLC	6492.09	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Other / Uncategorized	JAIL
10510	01/30/2025	APPKT04235	2025-0115.	ZIMMER CONSTRUCTION LLC 10 METAL BOXES TO SECURE PLUMBING FOR2704 JAIL-TOILETS	10000.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Infrastructure & Equipment	JAIL
10511	03/07/2025	APPKT04314	2025-0307	FRAME SE END GABLES, INSULATE, ENCLOSE2604 1181 GAPS    BUILDERS & REMODELING LLC & SEAL - STOCKTON	3800.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Other / Uncategorized	JAIL
10512	03/07/2025	APPKT04314	2025-0307	FRAME NE END GABLES, ENCLOSE & SEAL GAPS 1181 2604 - STOCKTON BUILDERS & REMODELING LLC	2800.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Other / Uncategorized	JAIL
10513	03/19/2025	APPKT04349	1104	LABOR TO REMOVE LIGHT GRILLS & PREP FOR 1182 - FM ELECTRIC REHAB-JAIL	1325.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Infrastructure & Equipment	JAIL
10514	03/19/2025	APPKT04349	1105	MATERIALS FOR ELECTRICAL REHAB WORK-JAIL 1182 2486 - FM ELECTRIC	993.24	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Infrastructure & Equipment	JAIL
10515	03/19/2025	APPKT04349	2025-0319	MATRLS TO FRAME W END GABLES/INSULATE/ENCLOSE/SEAL 1183 2604 - STOCKTON BUILDERS & REMODELING LLC	1020.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Other / Uncategorized	JAIL
10516	03/19/2025	APPKT04349	2025-0319.	LABOR TO FRAME W END GABLES/INSULATE/ENCLOSE/SEAL 1183 2604 - STOCKTON BUILDERS & REMODELING LLC	2780.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Contracted & Professional Services	JAIL
10517	03/27/2025	APPKT04370	2025-0326	LABOR-REPAIR DAMAGE TO CEILING & ROOF2604 1184 FIRE     BUILDERS & REMODELING LLC FROM- STOCKTON	1200.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Infrastructure & Equipment	JAIL
10518	03/27/2025	APPKT04370	2025-0326	MATERIAL-REPAIR DAMAGE TO CEILING & ROOF 1184 FIRE BUILDERS & REMODELING LLC 2604 FROM - STOCKTON	92.5	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Infrastructure & Equipment	JAIL
10519	04/09/2025	APPKT04394	1108	REFUND 1 LIGHT FIXTURE (INV H3019-274943) 1185 2486 - FM ELECTRIC	-181.94	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10520	04/09/2025	APPKT04394	1108	1 ALUMINUM ARMOR CABLE                2486 - FM ELECTRIC	174.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10521	04/09/2025	APPKT04394	1108	2486 - FM ELECTRIC 1 15 AMP RESIDENTIAL GRADE DUPLEX OUTLET	5.6	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10522	04/09/2025	APPKT04394	1108	80 HDWR                               2486 - FM ELECTRIC	32.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10523	04/09/2025	APPKT04394	1108	2 ALUMINUM ARMOR CABLES               2486 - FM ELECTRIC	348.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10524	04/09/2025	APPKT04394	1108	2 PREMIUM GRADE KD-HT STUDS           2486 - FM ELECTRIC	7.3	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10525	04/09/2025	APPKT04394	1108	"1 3/8"" CONNECTOR                      2486 - FM ELECTRIC"	62.87	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10526	04/09/2025	APPKT04394	1108	48 HDWR                               2486 - FM ELECTRIC	11.52	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10527	04/09/2025	APPKT04394	1108	FM ELECTRIC 1 1 GANG WHITE MIDWAY DUPLEX OUTLET 2486 WALL- PLATE	3.98	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10528	04/09/2025	APPKT04394	1108	3 JOBSITE PERMANENT MARKERS           2486 - FM ELECTRIC	2.94	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10529	04/09/2025	APPKT04394	1108	1 PACK STEEL STAPLES                  2486 - FM ELECTRIC	5.98	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10530	04/09/2025	APPKT04394	1108	1185         MC-CABLE 14/2-W GREEN                 2486 - FM ELECTRIC	160.44	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10531	04/09/2025	APPKT04394	1108	1 PACK WINGED WIRE CONNECTORS         2486 - FM ELECTRIC	14.48	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10532	04/09/2025	APPKT04394	1108	12 1 GANG SQUARE MUD RINGS            2486 - FM ELECTRIC	18.12	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10533	04/09/2025	APPKT04394	1108	1185         MC-CABLE 12/2-W GR 259 CLUK           2486 - FM ELECTRIC	154.69	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10534	04/09/2025	APPKT04394	1108	3 CANLESS RECESSED LIGHTS             2486 - FM ELECTRIC	299.91	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10535	04/09/2025	APPKT04394	1109	LABOR FOR ELECTRICAL REPAIRS FOR INMATE 1185 - FM ELECTRIC RETURN	2610.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Contracted & Professional Services	JAIL
10536	04/09/2025	APPKT04394	2503-052081	2 1X4X8 PINE                          2069 - WOOD SHED LUMBER & HARDWARE SUPPLY LLC	10.98	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Office & Supplies	JAIL
10537	04/09/2025	APPKT04394	2503-052081	2 BLANK WALL PLATES                     2069 - WOOD SHED LUMBER & HARDWARE SUPPLY LLC	1.98	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Office & Supplies	JAIL
10538	04/09/2025	APPKT04394	2503-052081	4 TOGGLE WALL PLATES                    2069 - WOOD SHED LUMBER & HARDWARE SUPPLY LLC	8.76	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Office & Supplies	JAIL
10539	04/09/2025	APPKT04394	2503-052081	1 BOX FINISH NAILS                      2069 - WOOD SHED LUMBER & HARDWARE SUPPLY LLC	5.99	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Office & Supplies	JAIL
10540	04/09/2025	APPKT04394	2503-052081	"1 21/2"" XL BRUSH                        2069 - WOOD SHED LUMBER & HARDWARE SUPPLY LLC"	14.99	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Office & Supplies	JAIL
10541	04/17/2025	APPKT04406	1111	"6 REDUCER 8"" X 6"" DUCT SIZE             2486 - FM ELECTRIC"	110.58	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10542	04/17/2025	APPKT04406	1111	ELBOWS, WALL PLATES, SWITCH BOXES & WASHER 1189 2486 - FM ELECTRIC	72.88	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10543	04/17/2025	APPKT04406	1111	1189         BOX EXT & FLEX CONNECTORS               2486 - FM ELECTRIC	8.37	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10544	04/17/2025	APPKT04406	1111	2 STUDS, 4 AVANTI PRO & FLAT WASHERS 2486 - FM ELECTRIC	41.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10545	04/17/2025	APPKT04406	1111	4 120V COMMERCIAL FANS W/ WHITE GRILLE  2486 - FM ELECTRIC	796.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10546	04/17/2025	APPKT04406	1111	"3/8"" X 3 1/2"" HEX ZINC PLATED LAG SCREWS2486 - FM ELECTRIC"	54.69	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10547	04/17/2025	APPKT04406	1111	ELECTRIC 1 GANG COVERS, CONDUIT, CONNECTORS &2486 3 WAY- FM DIMMERS	215.23	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
10548	04/17/2025	APPKT04406	1111	2486 - FM ELECTRIC 20 8' LED LIGHTS & 50 4X4 ELECTRICAL BOXES	250.0	90-00-80035	90	00	80035	JAIL	90 - RAY CO BLDGS & GROUNDS CAPITAL IMPR ACCT	Other Financing	Fuel & Utilities	JAIL
